id,split,claim,context
3127,dev,Riddick was a failed character.,31958
3128,dev,Terry Crews was a chef.,166156
3129,dev,Jamie Murray is a winner.,112539
3130,dev,Mogadishu is only a business.,210951
3131,dev,The Millers was announced for cancellation in a church.,225480
3132,dev,Tilda Swinton is not an artist.,227774
3133,dev,TakePart is unaffiliated with any motion picture studio.,99688
3134,dev,Being detected is something that is able to be done by calcaneal spurs.,257333
3135,dev,Brad Wilk was a musician for Greta.,241391
3136,dev,Mel B died before releasing a song on Virgin Records.,245437
3137,dev,Saturn is smaller than Jupiter.,233038
3138,dev,The Mighty Ducks was produced by The Kerner Entertainment Company in 2017.,126646
3139,dev,Sexual slavery is a reason for human trafficking.,29731
3140,dev,The King and I is based on a novel by an American writer born in 1908.,198854
3141,dev,Al Jardine provided the lead vocal part on a song penned by C. E. Quick.,206697
3142,dev,Despicable Me 2 was directed by Chris Renaud.,238963
3143,dev,Tiber Oil Field is operated by BP.,13914
3144,dev,Valencia is in the country of Spain.,260702; 260704
3145,dev,Simón Bolívar was strictly Canadian.,232016
3146,dev,"Yara Shahidi was born on February 10, 2000.",36783
3147,dev,Christian Gottlob Neefe was born in the 1700's.,203001; 203005
3148,dev,"In 1953, Lockheed Martin's current President was born.",239358; 239360; 239362; 239380
3149,dev,Shane McMahon won the Hardcore Championship once.,47902
3150,dev,Eddie Guerrero disliked alcoholism.,116929
3151,dev,Roswell is exclusively a mystery TV series.,191462
3152,dev,Paul Nicholls played Superman.,81374
3153,dev,Jewell worked with Jay Z.,112081
3154,dev,The Columbia River has fish and crayfish.,146446
3155,dev,Brian Michael Bendis has worked in Panama.,55345
3156,dev,The Indian Army is composed of more than 80% of India's currently employed members of the armed forces.,35070
3157,dev,Kuching is a city in southern Malaysia.,104019
3158,dev,The Sterile Cuckoo was directed by a screenwriter.,219127
3159,dev,Shane Black finished college in December.,168612
3160,dev,Bullitt is a thriller film directed by Peter Yates.,262160
3161,dev,Mick Thomson was born in Ohio.,49644
3162,dev,Black Canary is a character in comic books published by an American entrepreneur.,36504
3163,dev,"Baz Luhrmann's film Australia only stars an American actor, singer, and producer.",186105
3164,dev,Kesha is an American.,113093
3165,dev,Nestor Carbonell played baseball in The Dark Knight and The Dark Knight Rises.,25801
3166,dev,Fist of Legend is a remake of Enter the Dragon.,148404
3167,dev,John Gatins starred in Dreamer (2005 film).,255561
3168,dev,TV Choice goes on sale every Wednesday.,39979
3169,dev,No Country for Old Men was chosen as the highest acclaimed of 2007 by the National Board of Review.,25272; 299958
3170,dev,Angela Bassett received a bachelor of arts degree from Harvard University.,105244
3171,dev,Johnny Galecki has appeared in just one American sitcom.,113453
3172,dev,Tinker Tailor Soldier Spy stars Aaron Carter.,238533
3173,dev,Wish Upon is a supernatural horror thriller film.,88481
3174,dev,"Tremont Street Subway served a station on the MBTA subway system, located at the intersection of Park Street and Tremont Street under Boston Common in downtown Boston.",80014
3175,dev,The screenplay for Natural Born Killers was heavily revised by writer and director Oliver Stone.,235597
3176,dev,Jenna Jameson has been photographed.,13805
3177,dev,Murda Beatz's real middle names are Shane Lindstrom.,84737
3178,dev,A Milli is a church.,166633; 166633
3179,dev,Aparshakti Khurana is an arsonist.,274875
3180,dev,A&E is a television channel on both cable and satellite.,263221; 263233
3181,dev,Sheryl Lee presented an award to an American romantic comedy-drama film.,15884
3182,dev,"Shadowhunters began its second season on January 8, 2017.",129947
3183,dev,Aarhus is 187 km northwest of Venice.,144110
3184,dev,"Garden State was at a festival that takes place in Honolulu, Hawaii.",178132
3185,dev,XHamster produces Survivor.,158295
3186,dev,Sandra Bullock appeared on Game of Thrones.,49069
3187,dev,"Bhagat Singh was from New Delhi, India.",93760
3188,dev,The Armenian Genocide occurred during the Reconstruction.,171040
3189,dev,The Bahamas is a city.,89144; 89144; 89144; 89144; 89144
3190,dev,Wish Upon is not a supernatural horror thriller film.,88518
3191,dev,Gravel is part of the History of Earth.,275260
3192,dev,Oscar de la Hoya was named Fighter of the Year in 1999.,222200
3193,dev,"Tilda Swinton was born on November 5, 1860.",227757
3194,dev,Al Jardine is a brother.,206691
3195,dev,Seohyun is a jazz singer.,17658
3196,dev,Paul Nicholls played Sam Casey.,20073
3197,dev,Wentworth Miller created his screenwriting debut with the thriller film Stoker.,208603
3198,dev,Matthias Corvinus had one of the largest collections of books in Europe during the Enlightenment.,221730
3199,dev,Raees (film) features Nawazuddin Siddiqui in a lead role.,136988
3200,dev,Guillermo del Toro is German.,90286
3201,dev,Chris Eubank Jr. is a mayor.,18600
3202,dev,Roswell was developed by Jason Katims's daughter.,191487
3203,dev,Heavy Metal music was developed in the early 1980's.,42350
3204,dev,Saturn Corporation was established in April.,211986
3205,dev,"Harold Macmillan died on Monday December 29, 1986.",66453
3206,dev,Renato Balestra came from a family of mechanics.,297911; 300090; 342813
3207,dev,Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,60789
3208,dev,The Sterile Cuckoo was adapted from a novel written by a Belgian novelist.,219124
3209,dev,"Weekly Idol is hosted by Jeong Hyeong-don, a comedian and actor.",255982
3210,dev,Julianne Moore was in the film As the World Turns.,148819
3211,dev,Numb was banned from all Linkin Park DLC's for video games.,185924
3212,dev,Wales' population rapidly emigrated.,148923
3213,dev,In a Lonely Place was based on a novel.,248554
3214,dev,Anne Rice was born in the United States of America.,191664
3215,dev,Tie Your Mother Down was on the Billboard charts.,248553
3216,dev,Mogadishu is located outside of Somalia.,211283
3217,dev,Anne Rice lived in New Jersey.,191696
3218,dev,Premam had a theatrical run of 151 days in 2012.,214787
3219,dev,Henry VIII (TV serial) stars only an actor who was born in 1976.,150722
3220,dev,Microbiologist research promotes information found in immunology.,172457; 174199; 175798; 312924; 313827; 313829
3221,dev,Roswell was directed by Jason Katims.,191497
3222,dev,Danger UXB is from 1980.,291274; 293427; 337249; 337251; 337254
3223,dev,"Aaron Burr killed Alexander Hamilton in Seaside Heights, New Jersey.",30303
3224,dev,Michael B. Jordan was born.,103734
3225,dev,Duane Chapman is not American.,122766
3226,dev,Shane McMahon wrestled in the main event of multiple WWF pay per views.,113052
3227,dev,Yale University's alumni includes five U.S. Presidents.,62532
3228,dev,Philomena is a TV show.,214447; 214447; 214447; 219859; 317458; 317463; 317463; 317463; 317463; 317463; 317463; 317463
3229,dev,Dan O'Bannon was a German.,183970
3230,dev,Creedence Clearwater Revival had Stu Cook on trumpet.,120118
3231,dev,Mary of Teck's son married a Wallis Simpson.,161175
3232,dev,Happiness in Slavery is from the country Broken.,227634
3233,dev,Calcaneal spurs are detected by two forms of radiographic examination.,257346
3234,dev,Game of Thrones (season 7) will introduce several new story-line.,132613
3235,dev,Kuching is a politician in Malaysia.,180626
3236,dev,Al Jardine is a flutist.,206702
3237,dev,Wentworth Miller made his teaching debut.,208625
3238,dev,The King and I is based on an amusement park.,198857
3239,dev,Angela Bassett received a master of fine arts degree.,44983
3240,dev,Wilhelmina Slater is a fictional antagonist.,275194
3241,dev,CHiPs is an American romance film.,216061
3242,dev,Connie Nielsen played the role of Meredith Kane in Boss.,279383; 281125; 283209; 327657
3243,dev,The Sterile Cuckoo was adapted by William Goldman.,219105
3244,dev,Black Canary is nonfiction.,75481
3245,dev,Melancholia's director was Lars von Trier.,150594
3246,dev,Carlos Santana was ignored by critics in the nineties.,119448
3247,dev,The Cretaceous is a Paleogene extinction event.,241253; 241253; 241253
3248,dev,Dakota Fanning studied television film.,237651
3249,dev,Vijaya Productions was the producer of Veeram.,188643
3250,dev,The 28th is the day when the series finale of Larry the Cable Guy aired.,228149
3251,dev,The ruins of the ancient Roman town of Pompeii lie near Naples.,32242
3252,dev,Avenged Sevenfold is an album by a band from California.,239275; 239282
3253,dev,Muscarinic acetylcholine receptors are actylcholine receptors and they are important for biochemistry.,141060
3254,dev,The Chagatai language went extinct in the 1990s.,257047
3255,dev,NPR played a song by Jewell.,37444
3256,dev,Harris Jayaraj was born in January of 1975.,29375
3257,dev,Fidel Castro transferred his responsibilities to his brother.,43200
3258,dev,Dub music is a genre of music that grew out of reggae.,205355
3259,dev,South African Communist Party is part of the Congress of South African Trade Unions.,92165
3260,dev,Eddie Guerrero experienced alcoholism.,18472
3261,dev,T2 Trainspotting is set in a house.,17297
3262,dev,The Battle of France was the German invasion of France.,25136
3263,dev,Most of Ripon College's student body live on dead bodies.,75142
3264,dev,The Pelican Brief is a 1993 American legal political thriller starring Bruce Willis.,258701
3265,dev,Global warming is expected to exacerbate with the retreat of permafrost.,147367
3266,dev,Trollhunters was only created for Hulu.,49013
3267,dev,Selena Gomez & the Scene's debut album was released in any year except 2009.,198610
3268,dev,Vedam is a 2010 Indian drama film.,100387; 100387; 103666; 106337; 307902; 309127
3269,dev,Johanna Braddy starred in a game show tv series in 2015.,191989
3270,dev,The Mod Squad is a Peruvian television series.,94061
3271,dev,Bermuda Triangle is also referred to as the Devil's Triangle.,218152
3272,dev,Noah Cyrus is the youngest sister of Miley Cyrus.,153846; 153848
3273,dev,Mohra got nine nominations from a magazine in 1995.,34195
3274,dev,Bermuda Triangle is where things have disappeared.,218167
3275,dev,Shawn Carlson was born in 1920.,92576
3276,dev,Tilda Swinton is a dancer.,227794
3277,dev,Drake Bell attended A Reminder.,194295
3278,dev,Bessie Smith sang the blues.,182020; 182020
3279,dev,Colin Kaepernick is a starter for the San Francisco Giants.,133343
3280,dev,Same Old Love is from the play Romeo and Juliet.,11962
3281,dev,Creedence Clearwater Revival was informally abbreviated to BBC.,97476
3282,dev,Danny Brown is from the U.S.,129138
3283,dev,The religion of Mike Huckabee is Southern Baptism.,140771; 140772; 140773; 140774; 140775; 140776; 140777; 140778; 140779; 140780; 140781; 140782; 140783; 140784; 140785; 140786
3284,dev,Phillip Glass has written numerous dramatic operas.,190024
3285,dev,Brick (film) is an American television show.,251004; 251004; 251004; 251004
3286,dev,Tijuana is located in Brazil.,234936
3287,dev,TakePart is a division of a school.,144723
3288,dev,PacSun sells products designed for young adults.,133425; 133426; 133427; 309250
3289,dev,San Francisco is where Blue Jasmine took place.,111354
3290,dev,Janelle Monáe was born in the United States.,48431
3291,dev,Anushka Sharma is an singer.,16592
3292,dev,Caroline Kennedy is a Catholic.,137306
3293,dev,Wish Upon was released in March of 2017.,175331
3294,dev,Richard Dawkins has yet to be awarded any academic awards.,269603
3295,dev,Appropriation (art) involves math.,129498
3296,dev,The Road to El Dorado stars an actor.,40438; 43504; 45745; 302105; 302106
3297,dev,"Camden, New Jersey is the only location of Rutgers University -- Camden's.",114937
3298,dev,Nicholas Brody is played by the actor of the same name.,38641
3299,dev,Henry II of France died in a river.,46795
3300,dev,Osamu Tezuka's mother had to erase pages in his notebook in 2000.,208088
3301,dev,Capsicum chinense is a German species of chili pepper.,260875
3302,dev,The Mighty Ducks was only produced by Sony Pictures.,99371
3303,dev,Christa McAuliffe refused to ever work as a teacher.,184396
3304,dev,Comedy is something performed by Fred Armisen.,88294; 88294
3305,dev,Duane Chapman is not a bounty hunter.,171764; 171764
3306,dev,The Mighty Ducks was produced by a subsidiary of Walt Disney Studios.,77060
3307,dev,The Republic of Macedonia is in a place with various and disputed trade routes.,129651
3308,dev,Leonard Nimoy was in Civilization IV.,22996
3309,dev,Harvard University is the first University in the U.S.,252369
3310,dev,Oscar Nomination was awarded to Humphrey Bogart.,157768; 313287; 313287
3311,dev,"Diana, Princess of Wales divorced on August 28, 1996 after 4 years of marriage.",218555
3312,dev,AMGTV does not have entertainment television programming.,168191
3313,dev,Match Point was a personal essay about Woody Allen.,51809
3314,dev,Mary-Kate Olsen and Ashley Olsen are incapable of being fashion designers.,251704; 251705
3315,dev,Marnie is a film that was created in the United States.,231183
3316,dev,Rick Yune has only ever been in cinematic film.,194111
3317,dev,Kelly Preston was in multiple job positions.,129095; 129097; 129097; 129097
3318,dev,Stan Beeman is a historical figure.,31906
3319,dev,"In The 100, adults are the first to return to Earth after a devastating nuclear apocalypse.",78288
3320,dev,X-Men: Apocalypse is a work.,69304; 69304; 69304; 69304; 69304
3321,dev,Rio's sequel was released on a date during the 21st century.,241706; 241706
3322,dev,The Gifted is a television series.,41357; 41357
3323,dev,Simón Bolívar died in 1830.,231988
